userName,score,at,content
Pe***********le,5,2024-10-23 23:42:23,"Tambahin e wallet biar lebih ok, kendala skrng sehabis di update malah force close terus. Ga bisa digunakan & solusi???"
Pe***********le,1,2025-05-23 08:29:42,kecewa banget sama apk ini sudah bikin rekening terus akun nya keluar sendiri dan gabisa masuk lagi gimana iniii tolong di perbaikii dong!!!!
Pe***********le,3,2025-09-05 15:53:07,terlalu banyak transaksi pending
Pe***********le,5,2025-06-04 00:28:54,sangat membantu
Pe***********le,5,2025-04-24 00:38:46,Transaksi jdi lebih mudah sesuai dengan gaya anak modern
Pe***********le,2,2024-10-21 17:45:47,"Setiap mau masuk forclose terus , awal2 tidak seperti ini , mohon dibetulkan lagi apk nya"
Pe***********le,5,2022-12-02 09:56:15,Bagus sekali..semua berjalan sesuai keingin kita sebagai pengguna nya
Pe***********le,5,2025-01-06 00:13:45,Sangat membantu
Pe***********le,5,2024-05-01 18:41:43,Baik
Pe***********le,5,2024-05-13 13:29:15,Sangat mudah dan menantu transaksi keuangan
Pe***********le,5,2025-02-21 08:08:26,Untuk update kali ini bagus tolong dipertahankan Jangan di persulit ketika login saja tidak bisa masuk
Pe***********le,3,2021-11-24 02:33:21,Ini apa bedanya sih dengan blu dan bca mobile
Pe***********le,1,2024-05-17 12:40:53,"registrasi dipersulit, disuruh kirim pesan terus"
Pe***********le,5,2023-01-13 01:46:26,"Aplikasinya utk yg versi terbaru sudah sangat lancar dan ringan, fitur penting juga sudah ditambahkan seperti bisa TopUp kartu Flazz sekarang. Di apps ini juga bisa lihat semua mutasi rekening dari pertama buat sampai sekarang, jadi gaperlu ada batasan waktu tertentu utk trace data transaksi selama ini. Dan saran, mungkin nanti bisa ditambahkan fitur Cardless seperti yg di m-BCA, karena fitur ini sangat penting sekali dan sering saya gunakan. Terimakasih"
Pe***********le,5,2023-08-23 09:15:58,Mantap
Pe***********le,3,2025-03-21 15:20:04,"saya tidak bisa login, suruh masukin no hp tapi tidak ada kode negara +62"
Pe***********le,5,2025-07-18 11:09:12,mempermudah transaksi
Pe***********le,1,2025-09-03 02:47:48,banyak bug nya
Pe***********le,5,2023-09-14 03:20:04,Tolong ditambah menu untuk pembayaran PLN. Thx
Pe***********le,5,2025-06-26 16:01:44,ok
Pe***********le,1,2025-10-11 09:05:15,persulit hidup
Pe***********le,5,2024-07-09 17:49:43,mantap
Pe***********le,5,2025-03-15 19:55:16,sangat mudah bertransaksi
Pe***********le,5,2022-07-17 21:21:57,👍👍👍👍👍👍👌👌👌👌👌
Pe***********le,5,2024-10-24 04:36:20,Ko keluar terus ya
Pe***********le,1,2022-01-13 08:55:47,Mau verifikasi data harus nunggu ditelpon dulu. Entah kapan nelponnya ga dtg2 jga. Jadul banget sistemnya masa verifikasi harus nunggu ditelpon. Video call kayak buat rekening online kan juga bisa.
Pe***********le,5,2021-07-30 05:23:43,Aplikasi ini sangat membantu sekali
Pe***********le,1,2025-08-14 11:11:01,"privasi nol,priotas aja bisa di obrak abrik datanya apalagi kita yg duitnya seiprit"
Pe***********le,5,2025-08-22 00:59:45,"SEMOGA PELAYANAN TERJAGA....satu satunya bank dengan pelayanan profesional,Respon Cepat dan Terbaik. solusi selalu terselesaikan, mantab..cuman Untuk menu aplikasi dan Verifikasi semoga semakin dipermudah dan tetap aman 👍👍"
Pe***********le,5,2024-10-21 09:13:27,Setelah update malah gak bisa digunakan aplikasinya..baik mybca maupun bca mobile..ternyata harus ke BCAnya dulu bari bisa aktif kembali..
Pe***********le,5,2022-06-07 03:42:14,Mantab
Pe***********le,1,2024-03-22 01:57:13,Aplikasi bobrok GK bisa login sama sekali
Pe***********le,1,2025-07-09 13:55:20,"aplikasi nya kurang membantu asli saya telpon cs 8 kali sehari malah ditanya ulang terus data saya dan mau reset password aja perbaikan satu harian bahkan sampai sekarang belum bisa, tampilan sedang dalam perbaikan, tidak ada solusi. bintang satu aplikasi ini. kesel saya."
Pe***********le,1,2024-10-18 04:30:34,"Terlalu banyak update aplikasi,jadi lemot"
Pe***********le,1,2024-02-21 03:28:30,"ini gimana ya udh beberapa kali nyoba daftar eror Mulu padahal udh bener semua dh, udh nyoba di hari berikutnya jawabannya sama aja. tlong dong di perbaiki ini biar gampang pendaftaran. mana si ni tim it nya hadeh !!!"
Pe***********le,1,2025-12-20 12:42:38,"Saldo saya kok sering terpotong,,kadang 20.000 kadang 19.000 kadang 3000 2x dalm seminggu,,itu biaya apa,,? Kok sering banget ambil uang nasabah,, bank lain paling 1 bulan sekali iyupun paling mentok 6000"
Pe***********le,5,2022-04-03 12:41:50,juuuosh 👌👍
Pe***********le,5,2025-12-03 13:51:46,aman..
Pe***********le,1,2024-05-25 21:48:06,Mangkin parah aja BCA ya mbca dan mybca payahh susah login
Pe***********le,1,2026-01-23 02:28:08,"bank BCA ribet mau buka rekening buat nabung aja dipersulit beda sama bank"" yg lain"
Pe***********le,5,2025-10-13 23:49:12,"The Best BCA, everything you can"
Pe***********le,5,2024-10-20 14:44:47,"Kenapa bcamobil tidak dapat di klik yaa jadi saya tidak bisa masuk Tolong bantuannya Masih tidak bisa .. Jaringan oke ,sudah update versi yg baru juga"
Pe***********le,3,2025-11-20 11:37:20,"masa iya sih baru jg 2 hari di perbarui,aplikasi ga bisa di buka suruh perbarui lagi,,parah"
Pe***********le,5,2023-11-07 13:39:42,"Mantap & keren👍🏻⭐⭐⭐⭐⭐,semakin mudah & sangat membantu dalam bertransaksi,saran untuk selanjutnya semoga ada tambahan fitur Top Up e-Wallet, Pembayaran Listrik dll...,myBCA memang luar biasa...terima kasih🙏🏻🙂"
Pe***********le,2,2024-08-29 05:16:04,"gk bisaa daftar,saya berulang kali gk bisaa mintanya nmr telefon terus bikin habis pulsa."
Pe***********le,5,2024-09-18 02:48:44,Bagus
Pe***********le,1,2025-09-23 03:38:37,mbankingnya sering minta update terus
Pe***********le,1,2022-08-11 02:26:32,"Aplikasi sampah, selalu gagal login"
Pe***********le,5,2023-04-03 10:23:14,Fitur sangat lengkap. Transaksi juga bisa lebih banyak. BCA Topp 👍👍👍👍👍
Pe***********le,5,2024-10-24 15:45:14,bagus tampilanya
Pe***********le,5,2025-12-05 19:29:02,ok
Pe***********le,5,2025-02-28 16:06:28,Aplikasi menyenangkan
Pe***********le,1,2024-05-20 11:25:32,pengen masuk aja susah kaga bisa bisa kirim sms aktivasi aja terus ampe abis pulsa
Pe***********le,5,2025-01-23 07:24:04,Lebih simpel saja sih
Pe***********le,3,2024-11-23 12:47:14,Up date mulu heran
Pe***********le,2,2024-03-05 06:15:07,Sering gangguan
Pe***********le,5,2025-12-17 18:42:33,pokoknya mybca the best tapi jangan keseringan update yaa...
Pe***********le,1,2024-03-10 10:57:33,Gajelas aplikasinya. Nyobain pengajuan paylaternya juga cepet banget langsung di tolak 🤣🤣🤣 Kuduu ada saldo puluhan juta dulu kalii yaakk..
Pe***********le,5,2024-11-21 01:16:08,Mantap
Pe***********le,5,2025-03-10 20:31:59,keamanannya mantap
Pe***********le,1,2025-06-30 15:21:12,tambah kesini tambah ancur
Pe***********le,5,2026-01-19 17:12:41,Mantap...
Pe***********le,1,2024-12-31 09:15:44,Aneh knapa gak bisa ke buka terus untuk coba lagi malah masukin no buat otp udah di masukin kode otp malah ada masalah lain seperti otp tidak sah aneh pas di coba lagi malah id BCA Ter blokir ini gmna nih ko gini
Pe***********le,1,2024-10-21 04:43:42,"wah bener2,ada dgn aplikasi BCA,setelah sebelumnya aplikasi BCA mobile update TDK bisa masuk aplikasi dan force close, sekarang giliran aplikasi my bca yg setelah update tidak bisa d buka aplikasi nya alias force close hadeuh,pliss lah perbaiki"
Pe***********le,2,2024-10-24 13:34:05,Tolong gimana caranya biar saldo yang pending di BI fast BCA bisa di kembalikan 🙏 mana gak ada live chat buat konfirmasi tolonggg banget pihak BCA !!!
Pe***********le,5,2024-12-07 14:49:43,"Keren, mantap, ok, top,,,"
Pe***********le,4,2021-10-04 07:12:38,Tolong tambahkan fitur Login menggunakan sidik jari dan tambahkan simpan user ID. Jika sudah ada saya kasih bintang 5
Pe***********le,1,2024-10-22 18:01:06,Setelah update kenapa tidak bisa login y seperti force close sendiri
Pe***********le,5,2025-06-06 13:00:03,sangat bagus
Pe***********le,2,2024-08-19 05:23:35,Sya tidak mendapatkan email konfirmasi ke gmail sya apa maslahnya
Pe***********le,5,2022-12-16 16:33:38,Mepermudah . Dan sangat respon
Pe***********le,5,2024-07-18 22:49:23,thanks BCA
Pe***********le,1,2025-03-24 06:03:56,"tidak ada kode negara indonesia pas mau minta otp, kocak. Jd gk bisa login. BUKAN SAYA SAJA. semua kayaknya"
Pe***********le,2,2025-12-24 04:53:39,"kenapa tiap kali ada kesalahan kecil seperti salah pasword harus ke kantor sih, kartu ATM saya juga gak guna, gak kepake sama sekali. gak tau kenapa padahala saya jarang banget pake kartu, pasword juga sudah bener tapi selalu di tolak mulu, gak jelas. saya sudah beberapa bulan kartu ATM saya gak saya pake karena gak jelas"
Pe***********le,1,2024-12-05 05:41:49,Setelah di update makin kacau tiba² aplikasi close :( force close dan tombol reset password di pindah kesebelah kiri rawan tersentuh apa lagi ingin menggunakan login biomrtrik. Terima kasih
Pe***********le,4,2024-07-01 05:45:10,Bagus
Pe***********le,1,2025-06-26 01:28:36,pendaftaran online lama bgt udh gitu di oper oper gak jelas sampe error gak bisa upload
Pe***********le,1,2024-12-07 05:15:14,Loading muluk
Pe***********le,5,2025-10-09 07:39:12,👍🏻
Pe***********le,5,2022-12-18 01:56:08,Mantap
Pe***********le,3,2025-11-20 02:10:34,saran saya sediakan khusus pengiriman buat ke ewalet tidak repot masukin kode virtual kaya Bang sebelah
Pe***********le,5,2021-09-01 17:19:54,"Berharap fitur yg blm bisa dipakai segera di update, krn user interface sangat bagus menurut saya. Trims"
Pe***********le,1,2025-08-05 11:25:10,csnya mempersulit
Pe***********le,3,2025-04-05 13:27:11,"overall udah oke, tapi ada bug ketika klik menu lainnya, app nya force close, please fix it, ini sifatnya urgent"
Pe***********le,2,2023-10-08 20:05:22,"Kode OTP belum masuk masuk,jdi bintang 2 dulu oke"
Pe***********le,5,2025-08-05 20:46:03,bagus
Pe***********le,5,2024-11-17 23:39:17,Good
Pe***********le,5,2025-06-03 19:15:27,trimakasih sangat membantu
Pe***********le,5,2025-08-19 13:32:32,good
Pe***********le,5,2024-12-24 07:14:01,mudah-mudahan bermanfaat bagi semua
Pe***********le,5,2025-08-24 07:54:17,"sangat bagus dan membantu,, dan juga aman"
Pe***********le,5,2024-10-23 11:04:54,Mantap
Pe***********le,4,2023-10-10 15:17:36,GASKEN
Pe***********le,2,2024-07-08 04:11:00,Gangguan terus
Pe***********le,5,2025-04-25 23:59:41,sangat membantu
Pe***********le,2,2025-09-29 00:59:00,"lagi eror kah, dari tadi tidak bisa dibuka aplikasinya, terjadi kesalahan terus"
Pe***********le,1,2024-08-04 11:47:17,"Pas di suruh foto diri itu gak ke foto"" lama banget nunggu nya, pegel juga di suruh menghadap kamera terus"
Pe***********le,5,2025-07-19 13:44:00,baik dan memuaskan
Pe***********le,2,2025-03-12 14:27:31,"Saya ada kendala otp kalok bisa otp nya pake cara lain misal app autentikasi, wa(kurang aman) atau pake cara lain suka gak masuk otp nya"
Pe***********le,5,2023-02-17 12:58:24,Setelah update kok limit transfer antar bank di my BCA jadi turun dari sebelumnya 300jt/hari sekarang cuma 100jt/hari
Pe***********le,5,2025-06-13 16:25:16,membantu dan mempermudah segala transaksi
Pe***********le,1,2024-09-09 08:03:31,"terlalu ribet, habis pulsanya tlpon hallo BCA. tapi masalh tidak slsai, aplikasi sangat ribet"
Pe***********le,1,2024-10-21 02:36:44,Setelah update selalu force close. Ampun deh
Pe***********le,1,2025-11-18 10:02:20,"setiap verifikasi wajah selalu gagal dan menutup sendiri karena kesalahan aplikasi, sudah diikuti semua arahan, bukan masalah pastikan tempat terang dll, memang aplikasinya nutup sendiri internal eror"
Pe***********le,1,2024-10-04 14:33:41,Aplikasi kontll
Pe***********le,4,2024-01-07 18:26:36,Ok banget
Pe***********le,1,2024-07-25 07:25:56,"BCA paylaternya udah approved dg limit 1jt. Pas dipake scan qris malah gak bisa, saldo tidak mencukupi. Padahal cuma mau belanja 326rb"
Pe***********le,5,2023-09-22 23:23:45,Aplikasi bagus sangat membantu
Pe***********le,1,2025-11-22 01:03:19,"terlalu sering update , seminggu update seminggu update ya lumayan untuk yg beli kuota nya pas untuk sebulan , memori hp juga jadi penuh . tolonglah kalau update tuh sebulan sekali ini tiap mau dipake apknya update jadi lama kalau transaksi 🥵"
Pe***********le,5,2022-08-18 12:41:19,Bagus sekali
Pe***********le,1,2024-05-19 13:05:21,Kocak gak ada notif transfer masuk. Di cek di info transaksi juga gak ada. Tau nya liat saldo aja nambah.
Pe***********le,5,2021-05-29 14:09:30,"Asli keren , untuk masalah mobile banking , emang BCA yang terbaik , tampilan fresh ,engga bikin pusing , bisa import daftar nomor rekening dari BCA Mobile , pokonya keren . Tolong fitur2nya segera di tambahin yah seperi BCA Mobile , dan fitur untuk login aplikasi menggunakan sidik jadi."
Pe***********le,3,2025-07-18 07:01:41,ribetnya selalu minta update mulu
Pe***********le,5,2025-10-13 15:33:38,"Bagus aplikasinya, mudah pakenya. Tampilannya keren"
Pe***********le,1,2025-02-08 16:08:45,Masa gak ada kode negara Indonesia!!!!!!!!!!
Pe***********le,3,2023-11-09 17:02:35,Kasih bintang 3 dulu soal nya blm ada pembayaran listrik dan token listrik
Pe***********le,1,2024-10-22 04:54:10,"MyBCA mengalami gagal Login - baru masukin password yg terjadi malah force close applikasinya, Tolong BCA segera perbaiki, ini ada bug Kah ?"
Pe***********le,1,2024-12-31 07:23:09,terlalu banyak loading dan sangat lama loadingnya
Pe***********le,1,2025-02-17 19:58:46,Percuma ada opsi TLP halo BCA di aplikasi kalau tidak pernah bisa di TLP Pembayaran Qris saya gagal terus tapi saldo kepotong tidak pernah ada solusi
Pe***********le,1,2025-01-07 22:16:49,yaaa kejam amat sih mau buka tabungan kok gak ditolak hmmmm
Pe***********le,5,2021-11-05 08:39:24,"Untuk keamanan memang perlu tunggu verifikasi dari HaloBCA, selebihnya aplikasi setelah diverifikasi berjalan baik dan sangat bermanfaat. Mantaplah.. Joss.."
Pe***********le,3,2024-11-30 09:29:08,Hallo kok kadang apk ini eror ya tolong perbaiki
Pe***********le,1,2025-05-19 11:51:20,parah baru download gak bisa ke buka
Pe***********le,1,2025-09-19 14:39:10,"oops..terjadi kesalahan,silahkan coba lagi."
Pe***********le,1,2024-11-29 10:29:15,"Update terooossss, tetapi saat kirim OTP pake pulsa Tapi kodenya OTP Lama Masuknya, Lebih dari 90Detik kode gak berlaku, Lantas hrus kirim ulang (bayar lagi pake pulsa), giliran kodenya masuk katanya kode tidak Valid. Gimana sihhhh!!! ribett, lelet, lemot, buruk banget fiturnya"
Pe***********le,5,2023-06-28 03:28:39,Mantap
Pe***********le,1,2025-04-14 02:52:05,kenapa semenjak update susah verif KTP dan selfie selalu gagal
Pe***********le,5,2025-01-28 22:29:13,Lancar
Pe***********le,5,2026-02-13 06:19:57,mantap
Pe***********le,5,2023-12-22 02:51:46,Sangat membantu
Pe***********le,1,2025-12-03 06:19:26,"Pertama kali nya kecewa dengan BANK BCA saldo saya terpotong sebesar 38.000 tidak ada di mutasi dengan info masuk.ke dana terpendam, sedangkan saya buat kartu sudah sekian tahun lama nya knp baru skrng terpotong dana tsb dan kepotong ini sudah kejadian kesekian kali yg awalnya belasan ribu yang difikir adm kartu lalu 20an ribu lalu tgl 2 des kmren pun 38rb itu aja jumlah nya udah lebih dari adm kartu Kata nya lagi tuh teller info kata nya saldo yang digunakan secara lebih padahal aja ya kita ka"
Pe***********le,5,2024-11-03 21:27:41,sebenarnya enak tapi sekarang sering eror
Pe***********le,5,2023-10-06 14:13:55,Ok
Pe***********le,5,2025-09-26 10:07:55,bagus
Pe***********le,1,2025-01-24 06:36:31,Tambah ruwet
Pe***********le,5,2025-06-19 22:17:21,ssngt membantu
Pe***********le,1,2024-07-01 06:22:53,Tiap login minta otp ngabisin pulsa
Pe***********le,1,2025-01-24 03:51:32,"Halo min kenapa tiap hari update yaa?Kalo masalah masih banyak bug kenapa ngga di perhatikan terlebih dahulu,ini apk keuangan lo bukan game"
Pe***********le,1,2024-12-24 14:28:42,"Terlalu sering inta update, klo tidak di update tidak bisa login Tolong di perhatikan. Nti klo sudah baikan baru di kasih bintang 5. Tqu 🙏"
Pe***********le,1,2023-09-21 12:14:56,Minta SMS trus g bisa masuk juga
Pe***********le,5,2025-04-20 03:54:59,good
Pe***********le,5,2025-03-03 03:33:34,Sngt bgus
Pe***********le,5,2024-09-26 08:10:02,"Aplikasi tambah bagus, ada notifikasi transaksi dana masuk.. terima kasih."
Pe***********le,5,2022-04-01 09:00:24,Bagus
Pe***********le,5,2022-06-25 06:18:23,Trimakasi sudah membantu untuk transaksik menabung ke BCA
Pe***********le,2,2023-12-31 06:25:41,blom bsa top up ewallet nih
Pe***********le,1,2023-04-15 03:14:32,"Buat ID susah skali,email g terbaca lah, segalah macam.di ulang sampai beberapa kali, menghabiskan pulsa tapi gbisa juga. Parah"
Pe***********le,5,2024-10-29 22:40:25,"Good app, fitur lebih lengkap dan menarik"
Pe***********le,1,2025-02-21 18:29:41,Masa ada yg transfer uangnya ngga masuk2.. Kita pake aplkasi ini biar gampang.. Ini mlah makin ribet. Dan saldo 0 terus. Kemna uangnya msuk.? Di infonya udh ad kalau ad cashflow masuk.. Di saldo 0 terus. Aneh
Pe***********le,2,2025-09-02 02:27:09,"kenapa tiap di update install nya lama amat, padahal jaringan bagus"
Pe***********le,1,2025-08-15 02:10:38,lawak
Pe***********le,5,2023-01-24 00:49:02,"Sebagai pengguna myBCA saya cukup puas, tapi sedikit saran saya untuk menambahkan fitur notifikasi uang masuk dan keluar jika ada yang transfer ke rekening agar dapat lebih terpantau, Terimakasih."
Pe***********le,5,2025-09-11 05:08:24,mantap
Pe***********le,2,2025-07-17 22:52:52,update mulu .. ribet bgt ..
Pe***********le,3,2025-05-31 14:10:37,bagaimana cara nya mybca saya ke blokir
Pe***********le,5,2024-03-08 01:13:34,Bagus
Pe***********le,5,2021-08-02 05:36:52,Sangat membantu transaksi keuangan saya
Pe***********le,1,2021-10-23 14:26:22,"Kesel banget sama aplikasi BCA ini, gara2 ganti hp, ribet bngt udah ke cabang disuruh telepon ke halo bca, udh bisa login harus aktivasi financial. Jadi 3x kerja bikin emosiii gk kaya aplilasi mbangking lain."
Pe***********le,5,2024-12-23 18:01:48,Bagus pelayanannya. thanks BCA
Pe***********le,5,2021-10-17 06:33:14,Txn jadi gampang dan praktis
Pe***********le,4,2024-09-06 15:08:43,"sudah buat id dan password, namun ketika di masukkan ulang malah balik lagi ke menu nomor hp + otp, rekening, status kewarganegaraan dan ktp. Bgaimana ini solusinya tolong segera di konfirmasi ya 🙏"
Pe***********le,1,2024-12-31 06:03:56,Sering ngabisin kuota data tapi lemot oror sering terjadi
Pe***********le,1,2025-05-27 18:07:45,"susah sekali mau masuk, no rekening ada, id bca ada, tapi selalu di paksa masukan no hp dan mesti nunggu kode otp , berulang kali seperti ini.mungkin lebih dari 8 x , kode otp mesti bayar pake pulsa. kenapa ga di bikin gampang daftar nya, sementara bintang 1 dulu"
Pe***********le,5,2025-11-02 15:46:23,mantap my bca
Pe***********le,1,2021-09-26 08:15:57,"Ini udh daftar, udh berhasil, tp pas login malah d suruh masukkin nomor kartu lagi. Buang2 pulsa dih"
Pe***********le,5,2025-11-13 02:53:58,ok
Pe***********le,1,2026-02-01 12:38:54,aplikasi maling uang
Pe***********le,5,2024-10-03 17:23:16,Bagusss!!!!!!!!
Pe***********le,2,2024-05-31 04:45:00,"Ni kenapa sih Aplikasinya gak bisa di buka, Respon lambat, tulisannya terjadi kesalahan mulu, kita yang mau transaksikan jadi ke hambat, gimana sih BCA???!"
Pe***********le,5,2021-06-12 10:18:00,APLIKASINYA BAGUS. HARUS DI KEMBANGKAN LAGI. LEBIH SUKA INI TAMPILANYA MODERN.
Pe***********le,5,2026-01-21 23:37:49,Sangat Baik
Pe***********le,1,2024-12-21 15:30:20,Sama sekali tidak membantu malah mau login susah bener 👎
Pe***********le,5,2025-09-12 16:21:07,keren
Pe***********le,1,2022-02-25 06:04:42,"Susah login, sdh reset sampai tlpon ke hallo bca msih nggak bisa login"
Pe***********le,5,2025-10-15 22:25:03,good
Pe***********le,4,2025-05-22 17:09:49,JOSSS
Pe***********le,4,2025-08-29 10:26:20,sangat membantu saya dalam bertransaksi secara online
Pe***********le,1,2025-06-28 18:06:01,Saldo anda berkurang
Pe***********le,1,2025-10-07 12:12:06,dikit2 update dikit2 update😑
Pe***********le,3,2025-07-20 14:58:53,"saat saya mau login ke akun myBCA saya, mengapa harus menambahkan nomor telepon? terus pas saya cari kode negara, malah kagak ada negara indonesia, gimana mau login kalo kode negara +62 kagak muncul!"
Pe***********le,1,2023-10-25 03:38:26,Aplikasi tidak berguna dan tidak membantu...!!! Ada nya playlater hanya untuk pajangan. Tidak bisa di gunakan🤣
Pe***********le,3,2025-10-22 09:54:18,"Saat minta kode OTP, lama masuk kode OTP padahal pulsa saya mencukupi"
Pe***********le,1,2025-10-04 09:04:34,buat Kriss mesti loading lama
Pe***********le,1,2024-05-23 05:47:22,"aplikasi dajal otak iblis,id pasport udh bnr msh disrh bolak balik konfirmasi lewat sms"
Pe***********le,2,2025-12-11 12:43:58,vermuk susah sekaliiiiiiiii....sering nutup sendiri app nya
Pe***********le,5,2024-02-26 04:53:04,Sangat membantu
Pe***********le,3,2024-08-18 00:14:47,Hallo selamat pagi saya pengguna baru di mybca untuk mengisi no identitas itu maksudnya no identitas saya yang mana ya min.?
Pe***********le,1,2025-11-26 03:18:04,verifikasi wajah susah sekali
Pe***********le,5,2025-08-27 14:36:31,bagus sangat membantu
Pe***********le,1,2025-10-24 07:32:59,Update terus... memakai banyak memori
Pe***********le,1,2026-02-24 06:57:13,aplikasi bujang banyak gangguan ga rekomendasi
Pe***********le,1,2024-12-31 11:55:31,"kenapa skrg mau login aja susah banget, lemot muter terooosss ... sering gangguan, padahal BCA mobile lancar"
Pe***********le,1,2025-09-13 12:53:12,aplikas sering eror
Pe***********le,1,2024-11-30 09:58:06,Mohon infonya kenapa gak bisa masuk di my BCA tertulis silakan coba lagi
Pe***********le,5,2024-08-03 19:40:02,Mantul
Pe***********le,2,2025-07-20 06:42:35,perbarui versi terbaru terus
Pe***********le,4,2024-09-16 09:28:14,Lumayan
